ObDate,Snowfall,Snowdepth,TempMax,TempMin
1981-12-16 00:00:00.0000000,0.20000000000000001,2,34,25
1981-12-17 00:00:00.0000000,0.20000000000000001,1,31,14
1981-12-18 00:00:00.0000000,2.6000000000000001,4,31,22
1981-12-19 00:00:00.0000000,0,4,30,7
1981-12-20 00:00:00.0000000,0,4,21,14
1981-12-21 00:00:00.0000000,0,3,21,-1
1981-12-22 00:00:00.0000000,0.20000000000000001,2,38,1
1982-01-10 00:00:00.0000000,1.6000000000000001,1,24,-8
1982-01-11 00:00:00.0000000,0,1,-1,-10
1982-01-12 00:00:00.0000000,0,1,7,-7
1982-01-13 00:00:00.0000000,0.5,1,19,7
1982-01-14 00:00:00.0000000,3.6000000000000001,4,30,16
1982-01-15 00:00:00.0000000,0,3,24,4
1982-01-16 00:00:00.0000000,1.8,5,33,1
1982-01-17 00:00:00.0000000,0.40000000000000002,5,33,-16
1982-01-18 00:00:00.0000000,0.5,5,10,-16
1982-01-19 00:00:00.0000000,0,4,28,10
1982-01-20 00:00:00.0000000,0,4,34,11
1982-01-21 00:00:00.0000000,0,3,39,30
1982-01-22 00:00:00.0000000,0,3,35,22
1982-01-23 00:00:00.0000000,0,1,45,22
1982-01-26 00:00:00.0000000,1.8,2,20,4
1982-01-27 00:00:00.0000000,0,1,21,-2
1982-02-09 00:00:00.0000000,2.8999999999999999,3,40,13
1982-02-10 00:00:00.0000000,0.40000000000000002,3,33,7
1982-02-11 00:00:00.0000000,0,3,22,6
1982-02-12 00:00:00.0000000,0,3,35,3
1982-02-13 00:00:00.0000000,0.69999999999999996,4,35,3
1982-02-14 00:00:00.0000000,0,3,32,18
1982-02-15 00:00:00.0000000,0,1,45,26
1982-03-03 00:00:00.0000000,2.3999999999999999,2,47,21
1982-03-04 00:00:00.0000000,0,1,33,21
1982-03-07 00:00:00.0000000,3.2000000000000002,3,43,29
1982-03-08 00:00:00.0000000,2.2000000000000002,4,34,22
1982-03-09 00:00:00.0000000,0.80000000000000004,3,37,22
1982-03-10 00:00:00.0000000,0,1,37,16
1982-03-27 00:00:00.0000000,1.6000000000000001,1,38,21
1982-04-09 00:00:00.0000000,2.2999999999999998,2,43,20
1982-12-20 00:00:00.0000000,0.80000000000000004,1,39,31
1982-12-21 00:00:00.0000000,1,1,34,29
1982-12-22 00:00:00.0000000,0,1,32,21
1983-01-16 00:00:00.0000000,0.59999999999999998,1,32,20
1983-01-17 00:00:00.0000000,0,1,27,18
1983-02-05 00:00:00.0000000,0.40000000000000002,1,25,20
1983-02-07 00:00:00.0000000,0.90000000000000002,1,37,24
1983-02-08 00:00:00.0000000,0.40000000000000002,1,34,24
1983-02-11 00:00:00.0000000,1.6000000000000001,2,37,20
1983-02-12 00:00:00.0000000,8.1999999999999993,10,24,10
1983-02-13 00:00:00.0000000,0,7,36,-2
1983-02-14 00:00:00.0000000,0,6,43,-2
1983-02-15 00:00:00.0000000,0,4,50,-2
1983-02-16 00:00:00.0000000,0,3,39,29
1983-02-17 00:00:00.0000000,0,1,57,29
1983-11-12 00:00:00.0000000,2,1,42,29
1983-12-24 00:00:00.0000000,0.69999999999999996,1,20,0
1983-12-25 00:00:00.0000000,0,1,0,-11
1983-12-26 00:00:00.0000000,0,1,0,-12
1984-01-11 00:00:00.0000000,2.2000000000000002,2,36,3
1984-01-12 00:00:00.0000000,0,2,21,-1
1984-01-13 00:00:00.0000000,0,2,27,0
1984-01-14 00:00:00.0000000,0,1,40,9
1984-01-15 00:00:00.0000000,0,1,33,13
1984-01-19 00:00:00.0000000,3.3999999999999999,3,27,2
1984-01-20 00:00:00.0000000,0,3,18,-15
1984-01-21 00:00:00.0000000,0,3,17,-20
1984-01-22 00:00:00.0000000,0,3,11,-20
1984-01-23 00:00:00.0000000,0,2,30,-13
1984-01-24 00:00:00.0000000,0,1,45,3
1984-01-31 00:00:00.0000000,1.2,1,38,21
1984-02-29 00:00:00.0000000,4.9000000000000004,4,35,19
1984-03-01 00:00:00.0000000,0.5,3,26,12
1984-03-09 00:00:00.0000000,3.7000000000000002,3,39,4
1984-03-10 00:00:00.0000000,0,1,27,-1
1984-03-29 00:00:00.0000000,1.3999999999999999,1,45,32
1984-11-19 00:00:00.0000000,4.4000000000000004,2,35,31
1984-11-20 00:00:00.0000000,0,1,37,13
1984-12-06 00:00:00.0000000,2.2000000000000002,2,37,19
1984-12-07 00:00:00.0000000,0.80000000000000004,2,30,9
1984-12-08 00:00:00.0000000,0,2,27,9
1985-01-05 00:00:00.0000000,0.80000000000000004,1,41,28
1985-01-11 00:00:00.0000000,3,3,27,18
1985-01-12 00:00:00.0000000,0.29999999999999999,3,27,12
1985-01-13 00:00:00.0000000,0.10000000000000001,3,25,14
1985-01-14 00:00:00.0000000,0,2,30,15
1985-01-15 00:00:00.0000000,1.2,3,37,14
1985-01-16 00:00:00.0000000,0,2,23,-1
1985-01-17 00:00:00.0000000,2.5,4,29,-1
1985-01-18 00:00:00.0000000,0.40000000000000002,4,34,20
1985-01-19 00:00:00.0000000,0.80000000000000004,4,33,21
1985-01-20 00:00:00.0000000,0.29999999999999999,4,25,-8
1985-01-21 00:00:00.0000000,0.29999999999999999,4,-7,-17
1985-01-22 00:00:00.0000000,0.90000000000000002,4,9,-16
1985-01-23 00:00:00.0000000,1.1000000000000001,5,28,4
1985-01-24 00:00:00.0000000,0.29999999999999999,5,28,11
1985-01-25 00:00:00.0000000,1.6000000000000001,6,35,21
1985-01-26 00:00:00.0000000,1.8999999999999999,7,35,13
1985-01-27 00:00:00.0000000,0.20000000000000001,6,21,-1
1985-01-28 00:00:00.0000000,0,6,28,17
1985-01-29 00:00:00.0000000,0,6,31,17
1985-01-30 00:00:00.0000000,0,5,33,8
1985-01-31 00:00:00.0000000,0,3,36,10
1985-02-01 00:00:00.0000000,1.3,3,41,26
1985-02-02 00:00:00.0000000,4.7999999999999998,6,40,15
1985-02-03 00:00:00.0000000,1.7,8,23,8
1985-02-04 00:00:00.0000000,0,7,26,-13
1985-02-05 00:00:00.0000000,0,7,30,-13
1985-02-06 00:00:00.0000000,1.3,6,41,15
1985-02-07 00:00:00.0000000,0,6,34,13
1985-02-08 00:00:00.0000000,0,5,22,7
1985-02-09 00:00:00.0000000,0,5,22,1
1985-02-10 00:00:00.0000000,0,5,28,-3
1985-02-11 00:00:00.0000000,0,4,35,-3
1985-02-12 00:00:00.0000000,0,2,51,21
1985-02-13 00:00:00.0000000,0.20000000000000001,1,63,24
1985-02-14 00:00:00.0000000,0.59999999999999998,1,25,18
1985-02-15 00:00:00.0000000,0.69999999999999996,2,31,14
1985-02-16 00:00:00.0000000,0,2,26,-3
1985-02-17 00:00:00.0000000,0,1,36,-1
1985-04-09 00:00:00.0000000,4.2000000000000002,4,46,25
1985-12-18 00:00:00.0000000,0.29999999999999999,1,30,10
1985-12-21 00:00:00.0000000,0.5,1,30,14
1985-12-22 00:00:00.0000000,0,1,24,-1
1985-12-25 00:00:00.0000000,1.2,1,43,12
1985-12-26 00:00:00.0000000,0.20000000000000001,1,20,0
1985-12-27 00:00:00.0000000,0.29999999999999999,1,34,0
1986-01-15 00:00:00.0000000,0.80000000000000004,1,25,-2
1986-01-16 00:00:00.0000000,0,1,29,-2
1986-01-20 00:00:00.0000000,,4,52,30
1986-01-21 00:00:00.0000000,2.3999999999999999,5,33,29
1986-01-22 00:00:00.0000000,0,3,37,23
1986-01-23 00:00:00.0000000,0,3,46,30
1986-01-24 00:00:00.0000000,0,2,40,13
1986-01-25 00:00:00.0000000,0,2,40,13
1986-01-26 00:00:00.0000000,0,1,39,34
1986-01-27 00:00:00.0000000,1.1000000000000001,2,35,11
1986-01-28 00:00:00.0000000,0.59999999999999998,2,17,2
1986-01-29 00:00:00.0000000,0,2,18,2
1986-01-30 00:00:00.0000000,0.5,3,32,12
1986-01-31 00:00:00.0000000,0,2,29,10
1986-02-01 00:00:00.0000000,0,1,37,10
1986-02-11 00:00:00.0000000,6.5999999999999996,7,29,17
1986-02-12 00:00:00.0000000,0.69999999999999996,7,28,9
1986-02-13 00:00:00.0000000,0.40000000000000002,6,25,0
1986-02-14 00:00:00.0000000,0,4,23,0
1986-02-15 00:00:00.0000000,1.2,5,31,19
1986-02-16 00:00:00.0000000,0,3,33,16
1986-02-17 00:00:00.0000000,0,2,40,23
1986-02-25 00:00:00.0000000,2.7999999999999998,2,32,15
1986-02-27 00:00:00.0000000,2.1000000000000001,2,38,12
1986-03-07 00:00:00.0000000,1.5,1,36,18
1987-01-02 00:00:00.0000000,3.5,4,37,26
1987-01-03 00:00:00.0000000,0.40000000000000002,3,36,31
1987-01-04 00:00:00.0000000,0,1,36,15
1987-01-05 00:00:00.0000000,0,1,32,5
1987-01-06 00:00:00.0000000,0,1,34,5
1987-01-23 00:00:00.0000000,5.5,6,30,18
1987-01-24 00:00:00.0000000,0.5,6,19,-8
1987-01-25 00:00:00.0000000,0,4,17,-6
1987-01-26 00:00:00.0000000,0,3,22,3
1987-01-27 00:00:00.0000000,0,2,27,-6
1987-01-28 00:00:00.0000000,0,2,28,-6
1987-01-29 00:00:00.0000000,0,1,27,8
1987-01-30 00:00:00.0000000,0,1,43,23
1987-01-31 00:00:00.0000000,0.69999999999999996,1,46,28
1987-02-01 00:00:00.0000000,0.80000000000000004,1,36,18
1987-02-09 00:00:00.0000000,1.3999999999999999,1,44,15
1987-04-04 00:00:00.0000000,7.7999999999999998,6,34,28
1987-04-05 00:00:00.0000000,4.7000000000000002,9,35,31
1987-04-06 00:00:00.0000000,0,4,45,31
1987-04-07 00:00:00.0000000,0,1,46,37
1987-11-11 00:00:00.0000000,5.4000000000000004,5,34,24
1987-11-12 00:00:00.0000000,0.20000000000000001,3,35,19
1987-11-13 00:00:00.0000000,0,1,43,24
1987-11-21 00:00:00.0000000,1.3999999999999999,1,38,17
1987-12-17 00:00:00.0000000,1.3,1,31,27
1987-12-29 00:00:00.0000000,0.59999999999999998,1,41,30
1988-01-08 00:00:00.0000000,2.5,3,21,2
1988-01-09 00:00:00.0000000,0,3,27,13
1988-01-10 00:00:00.0000000,0,2,27,7
1988-01-11 00:00:00.0000000,0,2,30,-6
1988-01-12 00:00:00.0000000,0,1,36,-6
1988-03-16 00:00:00.0000000,1.3999999999999999,1,30,20
1988-03-20 00:00:00.0000000,1.2,1,42,28
1988-03-21 00:00:00.0000000,2.3999999999999999,2,36,20
1988-12-11 00:00:00.0000000,0.5,1,32,6
1988-12-14 00:00:00.0000000,0.59999999999999998,1,32,18
1988-12-17 00:00:00.0000000,1.3999999999999999,1,28,18
1988-12-18 00:00:00.0000000,0.59999999999999998,1,26,16
1988-12-19 00:00:00.0000000,0.29999999999999999,1,30,16
1989-01-04 00:00:00.0000000,1.8,2,33,21
1989-01-05 00:00:00.0000000,0.5,1,30,9
1989-02-04 00:00:00.0000000,1,1,34,11
1989-02-26 00:00:00.0000000,0.80000000000000004,1,38,8
1989-02-27 00:00:00.0000000,1.5,2,37,24
1989-02-28 00:00:00.0000000,0,1,35,13
1989-03-07 00:00:00.0000000,1.2,1,33,15
1989-03-08 00:00:00.0000000,0,1,25,16
1989-11-18 00:00:00.0000000,0.59999999999999998,1,36,24
1989-11-23 00:00:00.0000000,1.3999999999999999,1,31,14
1989-12-03 00:00:00.0000000,1.3,1,50,21
1989-12-04 00:00:00.0000000,0,1,28,19
1989-12-09 00:00:00.0000000,3.3999999999999999,3,26,3
1989-12-10 00:00:00.0000000,0,1,32,3
1989-12-11 00:00:00.0000000,0,1,30,14
1989-12-16 00:00:00.0000000,5.2000000000000002,5,31,2
1989-12-17 00:00:00.0000000,0,5,11,-15
1989-12-18 00:00:00.0000000,0,5,17,-11
1989-12-19 00:00:00.0000000,0,3,26,-11
1989-12-20 00:00:00.0000000,0.20000000000000001,3,20,6
1989-12-21 00:00:00.0000000,0,3,24,0
1989-12-22 00:00:00.0000000,0.40000000000000002,3,15,-16
1989-12-23 00:00:00.0000000,0,3,6,-16
1989-12-24 00:00:00.0000000,0,3,17,-12
1989-12-25 00:00:00.0000000,0,3,20,-12
1989-12-26 00:00:00.0000000,2.7999999999999998,6,26,13
1989-12-27 00:00:00.0000000,0,5,26,-12
1989-12-28 00:00:00.0000000,0.29999999999999999,5,30,-5
1989-12-29 00:00:00.0000000,0,4,30,13
1989-12-30 00:00:00.0000000,0,3,38,12
1990-01-13 00:00:00.0000000,2.1000000000000001,2,32,21
1990-01-26 00:00:00.0000000,1,1,62,27
1990-03-24 00:00:00.0000000,1.3,1,55,28
1990-04-04 00:00:00.0000000,0.80000000000000004,1,39,32
1990-12-05 00:00:00.0000000,0.59999999999999998,1,36,24
1990-12-28 00:00:00.0000000,3.2999999999999998,3,37,18
1991-01-07 00:00:00.0000000,1.2,1,39,29
1991-01-27 00:00:00.0000000,1.5,2,31,5
1991-02-15 00:00:00.0000000,0.69999999999999996,1,42,20
1991-02-16 00:00:00.0000000,0,1,22,5
1991-02-17 00:00:00.0000000,0.20000000000000001,1,29,5
1991-03-14 00:00:00.0000000,2.2999999999999998,2,34,30
1991-03-15 00:00:00.0000000,0,1,37,23
1991-03-30 00:00:00.0000000,2.7999999999999998,3,61,27
1992-01-16 00:00:00.0000000,1,1,27,7
1992-01-17 00:00:00.0000000,0,1,24,5
1992-01-18 00:00:00.0000000,0.20000000000000001,1,30,16
1992-01-19 00:00:00.0000000,0,1,22,-2
1992-01-20 00:00:00.0000000,2.7999999999999998,3,23,1
1992-01-21 00:00:00.0000000,1.2,4,32,22
1992-01-22 00:00:00.0000000,0,1,47,19
1992-01-24 00:00:00.0000000,0.90000000000000002,1,46,25
1992-01-25 00:00:00.0000000,1.5,3,26,6
1992-01-26 00:00:00.0000000,4.5,7,24,8
1992-01-27 00:00:00.0000000,0,5,28,5
1992-01-28 00:00:00.0000000,0,2,44,6
1992-01-29 00:00:00.0000000,0,2,36,16
1992-01-30 00:00:00.0000000,0,1,35,25
1992-02-09 00:00:00.0000000,0.69999999999999996,1,32,16
1992-02-10 00:00:00.0000000,0,1,25,4
1992-02-13 00:00:00.0000000,0.59999999999999998,1,28,8
1992-03-11 00:00:00.0000000,7,7,67,18
1992-03-12 00:00:00.0000000,1,4,24,15
1992-03-13 00:00:00.0000000,0,2,31,10
1992-03-15 00:00:00.0000000,0.80000000000000004,1,33,16
1992-03-21 00:00:00.0000000,0.59999999999999998,1,42,24
1992-03-22 00:00:00.0000000,1.7,2,39,28
1992-04-02 00:00:00.0000000,0.69999999999999996,1,42,26
1992-12-05 00:00:00.0000000,0.69999999999999996,1,41,23
1992-12-11 00:00:00.0000000,9.5,10,33,30
1992-12-12 00:00:00.0000000,0,6,34,31
1992-12-13 00:00:00.0000000,0,5,36,32
1992-12-14 00:00:00.0000000,0,4,36,23
1992-12-15 00:00:00.0000000,0,3,46,23
1992-12-16 00:00:00.0000000,0,2,47,23
1992-12-26 00:00:00.0000000,1.1000000000000001,1,39,13
1993-02-14 00:00:00.0000000,0.69999999999999996,1,34,26
1993-02-15 00:00:00.0000000,0.5,1,33,27
1993-02-16 00:00:00.0000000,2.5,2,36,29
1993-02-23 00:00:00.0000000,1.2,1,39,21
1993-02-26 00:00:00.0000000,3.3999999999999999,3,26,1
1993-02-27 00:00:00.0000000,0.5,4,32,17
1993-02-28 00:00:00.0000000,0,1,34,16
1993-03-11 00:00:00.0000000,1,1,45,25
1993-03-13 00:00:00.0000000,4.2000000000000002,4,38,22
1993-03-14 00:00:00.0000000,12,16,28,10
1993-03-15 00:00:00.0000000,0,14,20,-6
1993-03-16 00:00:00.0000000,0,10,32,-4
1993-03-17 00:00:00.0000000,0,3,57,22
1993-03-18 00:00:00.0000000,0,2,40,8
1993-03-19 00:00:00.0000000,0,2,27,7
1993-03-20 00:00:00.0000000,0,2,46,9
1993-12-12 00:00:00.0000000,0.5,1,29,19
1993-12-22 00:00:00.0000000,0.5,1,33,27
1993-12-25 00:00:00.0000000,0.40000000000000002,1,28,19
1993-12-26 00:00:00.0000000,1.1000000000000001,1,30,9
1993-12-27 00:00:00.0000000,0.40000000000000002,1,17,9
1993-12-28 00:00:00.0000000,0.20000000000000001,1,23,14
1993-12-29 00:00:00.0000000,0.10000000000000001,1,22,1
1993-12-30 00:00:00.0000000,0.20000000000000001,1,28,4
1993-12-31 00:00:00.0000000,0,1,19,11
1994-01-04 00:00:00.0000000,8.1999999999999993,8,38,27
1994-01-05 00:00:00.0000000,17.600000000000001,26,30,22
1994-01-06 00:00:00.0000000,0.69999999999999996,23,26,9
1994-01-07 00:00:00.0000000,0,17,37,17
1994-01-08 00:00:00.0000000,1.2,12,38,17
1994-01-09 00:00:00.0000000,0,12,17,9
1994-01-10 00:00:00.0000000,0,12,23,-8
1994-01-11 00:00:00.0000000,0,11,27,-9
1994-01-12 00:00:00.0000000,1.2,10,37,20
1994-01-13 00:00:00.0000000,0,8,38,33
1994-01-14 00:00:00.0000000,0.90000000000000002,8,36,26
1994-01-15 00:00:00.0000000,0.59999999999999998,8,26,-1
1994-01-16 00:00:00.0000000,0,8,2,-13
1994-01-17 00:00:00.0000000,2.6000000000000001,10,28,-14
1994-01-18 00:00:00.0000000,7.7999999999999998,15,33,-2
1994-01-19 00:00:00.0000000,0,15,-1,-25
1994-01-20 00:00:00.0000000,0.69999999999999996,15,-1,-25
1994-01-21 00:00:00.0000000,0,15,12,-22
1994-01-22 00:00:00.0000000,0,14,18,-23
1994-01-23 00:00:00.0000000,0,13,32,17
1994-01-24 00:00:00.0000000,0,8,40,32
1994-01-25 00:00:00.0000000,0,6,40,33
1994-01-26 00:00:00.0000000,0,5,40,29
1994-01-27 00:00:00.0000000,0,5,34,28
1994-01-28 00:00:00.0000000,0,3,47,34
1994-02-10 00:00:00.0000000,1.2,1,31,9
1994-02-11 00:00:00.0000000,1.3,2,24,9
1994-02-12 00:00:00.0000000,1.6000000000000001,3,31,13
1994-03-03 00:00:00.0000000,12.6,13,33,26
1994-03-04 00:00:00.0000000,1.3999999999999999,10,40,31
1994-03-05 00:00:00.0000000,0,6,41,35
1994-03-06 00:00:00.0000000,0,4,43,23
1994-03-07 00:00:00.0000000,0,2,59,27
1994-03-09 00:00:00.0000000,0.59999999999999998,1,40,26
1995-01-02 00:00:00.0000000,0.80000000000000004,1,48,19
1995-01-04 00:00:00.0000000,0.40000000000000002,1,28,11
1995-01-21 00:00:00.0000000,0.69999999999999996,1,37,29
1995-01-22 00:00:00.0000000,2.6000000000000001,3,29,21
1995-01-23 00:00:00.0000000,2.7999999999999998,4,26,8
1995-01-24 00:00:00.0000000,0.59999999999999998,4,28,7
1995-01-25 00:00:00.0000000,0.5,2,25,11
1995-01-26 00:00:00.0000000,0,1,29,9
1995-01-27 00:00:00.0000000,0,1,27,9
1995-02-04 00:00:00.0000000,2.7999999999999998,3,33,14
1995-02-05 00:00:00.0000000,0.80000000000000004,2,28,7
1995-02-06 00:00:00.0000000,0,1,13,-1
1995-02-07 00:00:00.0000000,0,1,15,0
1995-02-08 00:00:00.0000000,0.69999999999999996,2,22,-1
1995-02-09 00:00:00.0000000,0,1,22,7
1995-02-10 00:00:00.0000000,0,1,30,7
1995-03-09 00:00:00.0000000,5.2000000000000002,5,35,15
1995-03-10 00:00:00.0000000,0,3,27,6
1995-11-15 00:00:00.0000000,1,2,35,32
1995-11-16 00:00:00.0000000,0.20000000000000001,1,34,26
1995-11-17 00:00:00.0000000,0.29999999999999999,1,33,29
1995-11-29 00:00:00.0000000,1.8,2,41,31
1995-12-13 00:00:00.0000000,1.2,1,23,15
1995-12-20 00:00:00.0000000,1.8,2,33,19
1995-12-21 00:00:00.0000000,2.7000000000000002,5,22,17
1995-12-22 00:00:00.0000000,0.40000000000000002,2,27,3
1995-12-23 00:00:00.0000000,1,3,24,4
1995-12-24 00:00:00.0000000,0.29999999999999999,2,27,21
1995-12-25 00:00:00.0000000,0.80000000000000004,3,26,22
1995-12-26 00:00:00.0000000,0.69999999999999996,3,27,14
1995-12-27 00:00:00.0000000,0.5,3,24,8
1995-12-28 00:00:00.0000000,0,2,25,6
1995-12-29 00:00:00.0000000,0,2,25,18
1995-12-30 00:00:00.0000000,0,1,32,8
1996-01-04 00:00:00.0000000,0.5,1,39,12
1996-01-07 00:00:00.0000000,4.7000000000000002,5,25,14
1996-01-08 00:00:00.0000000,11.4,16,16,12
1996-01-09 00:00:00.0000000,0.29999999999999999,15,20,10
1996-01-10 00:00:00.0000000,1.8,14,26,15
1996-01-11 00:00:00.0000000,0,14,22,-8
1996-01-12 00:00:00.0000000,0.29999999999999999,12,23,-4
1996-01-13 00:00:00.0000000,0.40000000000000002,11,29,22
1996-01-14 00:00:00.0000000,0,10,32,22
1996-01-15 00:00:00.0000000,0,7,55,22
1996-01-16 00:00:00.0000000,0,7,34,12
1996-01-17 00:00:00.0000000,0,4,53,12
1996-01-18 00:00:00.0000000,0,2,58,33
1996-01-25 00:00:00.0000000,1.8,2,50,21
1996-01-26 00:00:00.0000000,0,1,30,15
1996-01-31 00:00:00.0000000,1,1,36,15
1996-02-02 00:00:00.0000000,1.3,1,22,4
1996-02-03 00:00:00.0000000,0.80000000000000004,2,16,1
1996-02-04 00:00:00.0000000,0,2,12,-11
1996-02-05 00:00:00.0000000,0,2,11,-11
1996-02-06 00:00:00.0000000,0,1,20,-4
1996-02-07 00:00:00.0000000,0,1,31,7
1996-02-12 00:00:00.0000000,0.90000000000000002,1,38,20
1996-02-14 00:00:00.0000000,1.2,2,35,14
1996-02-15 00:00:00.0000000,2.7999999999999998,3,36,25
1996-02-16 00:00:00.0000000,0,1,36,20
1996-02-18 00:00:00.0000000,0.90000000000000002,1,30,15
1996-03-03 00:00:00.0000000,0.80000000000000004,1,43,15
1996-03-08 00:00:00.0000000,4.7999999999999998,5,24,7
1996-03-09 00:00:00.0000000,0.20000000000000001,3,17,7
1996-03-10 00:00:00.0000000,0,2,20,1
1996-03-21 00:00:00.0000000,1.8,2,35,29
1996-03-22 00:00:00.0000000,1.5,2,35,25
1996-11-14 00:00:00.0000000,0.5,1,35,27
1996-12-09 00:00:00.0000000,1.3999999999999999,1,43,25
1996-12-19 00:00:00.0000000,1.2,1,55,22
1997-01-11 00:00:00.0000000,0.5,1,30,8
1997-01-12 00:00:00.0000000,0,1,15,6
1997-01-17 00:00:00.0000000,1,1,33,0
1997-02-08 00:00:00.0000000,1.8,2,39,30
1997-02-09 00:00:00.0000000,1.3999999999999999,3,33,27
1997-02-10 00:00:00.0000000,0,2,33,26
1997-02-11 00:00:00.0000000,0,1,31,25
1997-02-13 00:00:00.0000000,0.59999999999999998,1,35,9
1997-02-14 00:00:00.0000000,0.59999999999999998,1,35,8
1997-12-06 00:00:00.0000000,0.80000000000000004,1,33,20
1997-12-07 00:00:00.0000000,1.3999999999999999,2,28,28
1997-12-08 00:00:00.0000000,0,1,32,28
1997-12-27 00:00:00.0000000,0.90000000000000002,1,38,31
1997-12-30 00:00:00.0000000,1.8,2,37,18
1997-12-31 00:00:00.0000000,2.2000000000000002,4,32,23
1998-01-01 00:00:00.0000000,0,2,24,2
1998-01-02 00:00:00.0000000,0,1,42,4
1998-02-05 00:00:00.0000000,4.7999999999999998,4,38,31
1998-02-06 00:00:00.0000000,0,3,35,32
1998-02-07 00:00:00.0000000,0,2,40,20
1998-03-10 00:00:00.0000000,0.59999999999999998,1,58,25
1998-03-24 00:00:00.0000000,0.5,1,45,28
1998-12-18 00:00:00.0000000,0.10000000000000001,1,37,17
1998-12-30 00:00:00.0000000,0.59999999999999998,1,40,16
1999-01-03 00:00:00.0000000,3.3999999999999999,4,37,14
1999-01-04 00:00:00.0000000,0.40000000000000002,3,39,15
1999-01-05 00:00:00.0000000,0.20000000000000001,3,16,2
1999-01-06 00:00:00.0000000,0,3,18,-5
1999-01-07 00:00:00.0000000,2.7000000000000002,6,32,14
1999-01-08 00:00:00.0000000,2.8999999999999999,8,24,14
1999-01-09 00:00:00.0000000,1.1000000000000001,2,46,18
1999-01-10 00:00:00.0000000,1.8,3,29,5
1999-01-11 00:00:00.0000000,0.5,3,23,4
1999-01-12 00:00:00.0000000,0.90000000000000002,2,44,8
1999-01-15 00:00:00.0000000,2.3999999999999999,2,33,11
1999-01-16 00:00:00.0000000,0,2,31,11
1999-02-13 00:00:00.0000000,1.1000000000000001,1,54,17
1999-02-25 00:00:00.0000000,0.80000000000000004,1,38,25
1999-03-04 00:00:00.0000000,5.2999999999999998,5,56,26
1999-03-05 00:00:00.0000000,0,3,34,16
1999-03-07 00:00:00.0000000,0.69999999999999996,1,45,14
1999-03-09 00:00:00.0000000,3.7000000000000002,4,33,8
1999-03-10 00:00:00.0000000,6.7999999999999998,9,30,23
1999-03-11 00:00:00.0000000,0.29999999999999999,7,30,3
1999-03-12 00:00:00.0000000,0,4,37,3
1999-03-13 00:00:00.0000000,0,2,42,13
1999-03-14 00:00:00.0000000,0,2,38,13
1999-03-15 00:00:00.0000000,3.7999999999999998,6,35,28
1999-03-16 00:00:00.0000000,0,3,44,18
1999-03-17 00:00:00.0000000,0,1,52,19
1999-12-29 00:00:00.0000000,1.3999999999999999,1,24,16
1999-12-30 00:00:00.0000000,0,1,39,24
2000-01-19 00:00:00.0000000,0.80000000000000004,1,26,18
2000-01-20 00:00:00.0000000,3.2999999999999998,3,33,26
2000-01-21 00:00:00.0000000,0.5,3,28,6
